"competicion","week","date","match_id","personId","firstName","lastName","player","team","player_id","uniformNumber","isCaptain","CB","AS","BS","BSR","DR","OR","REB","FD","FG2A","FG2M","FG2P","FG3A","FG3M","FG3P","FGA","FGM","FGP","FTA","FTM","FTP","FGIA","FGIM","FGIP","PF","PTS","ST","TO","TP","PM","EFF","Starter","HasPlayed","equipo","op_equipo"
"FIBA Europe Cup",39,2025-09-24,128687,"351988","Jamari","Blackmon","Jamari Blackmon","B","P_351988","0",FALSE,FALSE,0,0,0,3,0,3,2,4,2,50,3,0,0,7,2,28.6,3,2,66.7,2,1,50,2,6,0,1,"27:55",-13,2,TRUE,TRUE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"286341","Jack","Pagenkopf","Jack Pagenkopf","B","P_286341","10",FALSE,FALSE,4,0,0,3,0,3,6,7,5,71.4,5,1,20,12,6,50,4,4,100,6,5,83.3,3,17,0,0,"33:11",-6,18,TRUE,TRUE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"370224","Tsvetomir","Mikov","Tsvetomir Mikov","B","P_370224","17",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"254157","Konstantin","Toshkov","Konstantin Toshkov","B","P_254157","22",FALSE,FALSE,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,"14:29",-10,2,FALSE,TRUE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"374759","Demond","Robinson","Demond Robinson","B","P_374759","3",FALSE,FALSE,1,2,0,7,2,9,2,8,3,37.5,3,2,66.7,11,5,45.5,2,2,100,6,3,50,2,14,0,1,"29:23",-6,19,TRUE,TRUE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"176059","Nikolay","Grozev","Nikolay Grozev","B","P_176059","33",TRUE,FALSE,0,0,0,0,2,2,1,4,1,25,3,1,33.3,7,2,28.6,2,1,50,3,1,33.3,2,6,0,0,"14:25",-10,2,FALSE,TRUE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"169345","Dimitar","Dimitrov","Dimitar Dimitrov","B","P_169345","34",FALSE,FALSE,1,0,0,3,0,3,2,1,0,0,2,0,0,3,0,0,2,1,50,1,0,0,2,1,0,4,"24:34",-6,-3,TRUE,TRUE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"399611","Tihomir","Nikolov","Tihomir Nikolov","B","P_399611","55",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"305126","Courtney","Alexander","Courtney Alexander","B","P_305126","6",FALSE,FALSE,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,"10:37",-10,0,FALSE,TRUE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"288943","Iliyan","Pishtikov","Iliyan Pishtikov","B","P_288943","7",FALSE,FALSE,1,0,0,3,1,4,9,2,2,100,5,1,20,7,3,42.9,10,10,100,2,2,100,2,17,0,3,"35:47",-16,15,TRUE,TRUE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128687,"169353","Aleks","Simeonov","Aleks Simeonov","B","P_169353","9",FALSE,FALSE,0,0,0,3,2,5,1,2,1,50,3,0,0,5,1,20,0,0,0,2,1,50,1,2,1,1,"9:39",-3,3,FALSE,TRUE,"BC Balkan","RASTA Vechta"
"FIBA Europe Cup",39,2025-09-24,128689,"195147","Markus","Loncar","Markus Loncar","A","P_195147","1",FALSE,FALSE,3,0,0,4,2,6,2,5,3,60,0,0,0,5,3,60,2,1,50,5,3,60,3,7,0,4,"13:54",3,9,FALSE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"325339","Renato","Serdarusic","Renato Serdarusic","A","P_325339","17",FALSE,FALSE,3,2,0,5,0,5,1,2,1,50,2,1,50,4,2,50,0,0,0,2,1,50,2,5,0,2,"15:25",-2,11,TRUE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"320289","Josip","Pavkovic","Josip Pavkovic","A","P_320289","23",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"320248","Borna","Katanovic","Borna Katanovic","A","P_320248","24",FALSE,FALSE,0,1,0,0,0,0,1,1,1,100,2,1,50,3,2,66.7,2,2,100,1,1,100,0,7,0,0,"16:34",13,7,FALSE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"204607","Kresimir","Radovcic","Kresimir Radovcic","A","P_204607","3",TRUE,FALSE,7,0,0,3,0,3,5,6,3,50,1,0,0,7,3,42.9,7,6,85.7,6,3,50,1,12,0,3,"26:1",12,14,FALSE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"197411","Zan","Sisko","Zan Sisko","A","P_197411","31",FALSE,FALSE,2,0,0,1,1,2,2,2,1,50,0,0,0,2,1,50,0,0,0,2,1,50,2,2,0,0,"22:55",-2,5,TRUE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"229321","Justin","Roberson","Justin Roberson","A","P_229321","32",FALSE,FALSE,2,0,0,1,1,2,5,15,9,60,4,1,25,19,10,52.6,4,3,75,13,8,61.5,4,24,0,0,"26:45",-2,18,TRUE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"251337","Kamaka","Hepa","Kamaka Hepa","A","P_251337","44",FALSE,FALSE,3,2,0,2,3,5,1,4,3,75,5,2,40,9,5,55.6,1,1,100,3,2,66.7,4,13,1,3,"26:1",10,17,TRUE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"400540","Borna","Burek","Borna Burek","A","P_400540","5",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"227074","Matej","Rudan","Matej Rudan","A","P_227074","6",FALSE,FALSE,2,0,0,0,0,0,2,3,1,33.3,0,0,0,3,1,33.3,2,0,0,3,1,33.3,3,2,0,1,"8:43",-5,-1,TRUE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"301491","Luka","Skoric","Luka Skoric","A","P_301491","7",FALSE,FALSE,0,1,0,2,1,3,2,6,2,33.3,2,1,50,8,3,37.5,5,4,80,5,2,40,2,11,0,0,"21:35",7,9,FALSE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"300412","Vigo","Bart","Vigo Bart","A","P_300412","8",FALSE,FALSE,0,0,0,2,0,2,1,1,1,100,2,2,100,3,3,100,0,0,0,0,0,0,3,8,0,1,"22:7",6,9,FALSE,TRUE,"KK Cibona","BC Prievidza"
"FIBA Europe Cup",39,2025-09-24,128689,"348367","Anderson","Tolbert","Anderson Tolbert","B","P_348367","1",FALSE,FALSE,6,1,0,3,4,7,3,6,1,16.7,3,0,0,9,1,11.1,4,4,100,6,1,16.7,3,6,1,1,"29:38",-5,12,TRUE,TRUE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"269317","David","Novak","David Novak","B","P_269317","10",FALSE,FALSE,1,0,0,2,0,2,0,2,0,0,3,2,66.7,5,2,40,0,0,0,2,0,0,1,6,0,1,"16:38",-8,5,FALSE,TRUE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"156303","Marek","Jass","Marek Jass","B","P_156303","13",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4:52",2,0,FALSE,FALSE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"374324","Joe","Toussaint","Joe Toussaint","B","P_374324","15",FALSE,FALSE,0,0,0,4,0,4,7,1,0,0,6,1,16.7,7,1,14.3,8,7,87.5,0,0,0,4,10,0,1,"19:16",5,6,TRUE,TRUE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"189757","Dalibor","Hlivak","Dalibor Hlivak","B","P_189757","17",FALSE,FALSE,5,0,0,0,0,0,2,3,1,33.3,2,1,50,5,2,40,0,0,0,2,1,50,3,5,2,0,"30:33",0,9,TRUE,TRUE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"348190","Naje","Smith","Naje Smith","B","P_348190","23",FALSE,FALSE,2,4,0,3,7,10,3,7,4,57.1,3,0,0,10,4,40,2,2,100,6,3,50,3,10,2,1,"26:0",-8,21,FALSE,TRUE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"378354","Davontrey","Thomas","Davontrey Thomas","B","P_378354","4",FALSE,FALSE,2,1,0,1,1,2,4,3,2,66.7,7,5,71.4,10,7,70,5,3,60,3,2,66.7,2,22,2,1,"31:1",-9,23,TRUE,TRUE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"327410","Jaaden","Lewis","Jaaden Lewis","B","P_327410","55",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"0:54",-1,1,FALSE,TRUE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"396648","Samuel","Kokavec","Samuel Kokavec","B","P_396648","6",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"369438","Patrik","Hrico","Patrik Hrico","B","P_369438","7",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"398095","Eduardo","Andre","Eduardo Andre","B","P_398095","8",FALSE,FALSE,0,1,0,1,1,2,1,3,2,66.7,0,0,0,3,2,66.7,0,0,0,3,2,66.7,3,4,2,3,"14:4",0,5,TRUE,TRUE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128689,"398096","Noah","Reynolds","Noah Reynolds","B","P_398096","9",FALSE,FALSE,2,0,0,3,0,3,3,9,4,44.4,8,3,37.5,17,7,41.2,4,3,75,6,3,50,2,20,0,2,"27:5",-16,12,FALSE,TRUE,"BC Prievidza","KK Cibona"
"FIBA Europe Cup",39,2025-09-24,128691,"400992","Marian","Ghiran","Marian Ghiran","A","P_400992","1",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"215786","Dimitrije","Nikolic","Dimitrije Nikolic","A","P_215786","11",FALSE,FALSE,1,1,0,3,0,3,2,8,6,75,1,1,100,9,7,77.8,2,2,100,8,6,75,4,17,0,1,"24:27",13,19,TRUE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"292661","Isiah","Osborne","Isiah Osborne","A","P_292661","13",FALSE,FALSE,0,0,0,0,0,0,0,2,1,50,1,0,0,3,1,33.3,0,0,0,2,1,50,3,2,0,0,"12:55",6,0,FALSE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"285042","David","Antonescu","David Antonescu","A","P_285042","14",FALSE,FALSE,1,1,0,1,0,1,1,1,1,100,0,0,0,1,1,100,0,0,0,1,1,100,0,2,1,0,"9:38",9,6,FALSE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"216666","Grant","Shephard","Grant Shephard","A","P_216666","24",FALSE,FALSE,1,0,0,1,2,3,2,6,4,66.7,0,0,0,6,4,66.7,4,3,75,6,4,66.7,1,11,0,1,"15:18",1,11,FALSE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"218368","Mihai","Maciuca","Mihai Maciuca","A","P_218368","25",FALSE,FALSE,0,0,0,3,0,3,2,6,3,50,3,1,33.3,9,4,44.4,2,2,100,5,2,40,3,11,1,2,"29:2",3,8,TRUE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"209865","Munis","Tutu","Munis Tutu","A","P_209865","3",TRUE,FALSE,7,0,0,4,0,4,2,9,5,55.6,4,2,50,13,7,53.8,4,4,100,8,4,50,2,20,3,5,"28:56",4,23,TRUE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"270753","Tyrell","Johnson","Tyrell Johnson","A","P_270753","32",FALSE,FALSE,1,1,0,3,0,3,1,1,0,0,3,1,33.3,4,1,25,2,2,100,0,0,0,0,5,0,4,"30:22",5,3,TRUE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"400995","Matei","Sorodoc","Matei Sorodoc","A","P_400995","33",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"182049","Andrei","Petica","Andrei Petica","A","P_182049","6",FALSE,FALSE,1,0,0,1,1,2,1,0,0,0,4,2,50,4,2,50,0,0,0,0,0,0,0,6,1,0,"17:57",8,8,FALSE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"211463","Selim","Fofana","Selim Fofana","A","P_211463","7",FALSE,FALSE,5,0,0,2,0,2,4,5,2,40,1,0,0,6,2,33.3,3,2,66.7,3,1,33.3,2,6,3,1,"23:47",16,10,TRUE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"285243","David","Lapuste","David Lapuste","A","P_285243","8",FALSE,FALSE,1,0,0,1,0,1,3,2,0,0,0,0,0,2,0,0,4,3,75,1,0,0,2,3,2,0,"7:39",5,4,FALSE,TRUE,"CSM Corona Brasov","BC Dnipro"
"FIBA Europe Cup",39,2025-09-24,128691,"204061","Ihor","Dubonenko","Ihor Dubonenko","B","P_204061","11",FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,100,1,1,100,0,0,0,0,0,0,1,3,0,2,"12:24",-7,1,FALSE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"167457","Craig","Osaikhwuwuomwan","Craig Osaikhwuwuomwan","B","P_167457","13",FALSE,FALSE,0,0,0,4,1,5,3,4,2,50,1,0,0,5,2,40,4,2,50,3,2,66.7,3,6,1,3,"25:58",-4,4,TRUE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"197185","Prince","Orizu","Prince Orizu","B","P_197185","17",FALSE,FALSE,1,0,0,0,3,3,0,8,4,50,0,0,0,8,4,50,0,0,0,8,4,50,2,8,1,2,"13:46",-10,7,FALSE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"271717","Ivan","Koldomasov","Ivan Koldomasov","B","P_271717","2",FALSE,FALSE,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,"7:33",-4,0,FALSE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"159061","Stanislav","Tymofeienko","Stanislav Tymofeienko","B","P_159061","21",TRUE,FALSE,4,0,0,3,1,4,1,7,4,57.1,4,1,25,11,5,45.5,1,0,0,7,4,57.1,1,11,2,4,"34:13",-8,10,TRUE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"372340","Danylo","Popov","Danylo Popov","B","P_372340","23",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"205358","Volodymyr","Koniev","Volodymyr Koniev","B","P_205358","24",FALSE,FALSE,6,0,0,5,0,5,2,4,2,50,7,2,28.6,11,4,36.4,0,0,0,2,2,100,1,10,2,1,"35:35",-11,15,TRUE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"188625","Maksym","Zakurdaiev","Maksym Zakurdaiev","B","P_188625","33",FALSE,FALSE,2,0,0,3,2,5,0,4,1,25,2,0,0,6,1,16.7,0,0,0,3,1,33.3,3,2,1,3,"18:8",-1,2,FALSE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"348146","Chrunn Maurice","Williamson","Chrunn Maurice Williamson","B","P_348146","4",FALSE,FALSE,3,0,0,6,5,11,7,14,10,71.4,2,0,0,16,10,62.5,9,5,55.6,13,9,69.2,3,25,0,4,"36:3",-11,25,TRUE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"314939","Ivan","Druzheliubov","Ivan Druzheliubov","B","P_314939","7",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"227440","Yevhenii","Sorochan","Yevhenii Sorochan","B","P_227440","8",FALSE,FALSE,0,0,0,0,1,1,0,1,1,100,1,0,0,2,1,50,0,0,0,1,1,100,0,2,0,0,"3:8",-1,2,FALSE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128691,"211408","Mykhailo","Horobchenko","Mykhailo Horobchenko","B","P_211408","98",FALSE,FALSE,2,0,0,1,2,3,1,2,1,50,0,0,0,2,1,50,1,0,0,2,1,50,2,2,1,1,"13:11",-13,5,TRUE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-24,128693,"400396","Jonas","Musil","Jonas Musil","A","P_400396","10",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"301498","Simon","Svoboda","Simon Svoboda","A","P_301498","11",FALSE,FALSE,0,0,0,5,0,5,2,0,0,0,3,1,33.3,3,1,33.3,0,0,0,0,0,0,1,3,0,0,"16:44",9,6,TRUE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"269926","Petr","Krivanek","Petr Krivanek","A","P_269926","12",TRUE,FALSE,5,0,0,3,2,5,1,3,2,66.7,2,0,0,5,2,40,2,0,0,2,2,100,2,4,1,2,"21:46",15,8,FALSE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"260369","Adam","Kejval","Adam Kejval","A","P_260369","13",FALSE,FALSE,0,1,0,4,4,8,3,9,6,66.7,0,0,0,9,6,66.7,4,3,75,9,6,66.7,4,15,0,1,"20:28",-6,19,FALSE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"196866","Viktor","Pulpan","Viktor Pulpan","A","P_196866","18",FALSE,FALSE,5,0,0,2,0,2,1,3,3,100,2,1,50,5,4,80,0,0,0,3,3,100,3,9,2,7,"25:35",-2,10,TRUE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"254131","Tomas","Jansa","Tomas Jansa","A","P_254131","19",FALSE,FALSE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"5:45",-4,1,FALSE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"374992","Jacob","Groves","Jacob Groves","A","P_374992","20",FALSE,FALSE,1,2,0,3,2,5,4,8,6,75,7,3,42.9,15,9,60,3,1,33.3,6,5,83.3,3,22,1,2,"30:23",14,21,TRUE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"299060","Maros","Simko","Maros Simko","A","P_299060","22",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"350101","Anthony","Williams","Anthony Williams","A","P_350101","33",FALSE,FALSE,4,0,0,4,0,4,7,7,4,57.1,7,3,42.9,14,7,50,8,7,87.5,5,3,60,0,24,1,2,"30:19",10,23,TRUE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"399946","Kevin","Kalu","Kevin Kalu","A","P_399946","34",FALSE,FALSE,0,0,0,3,0,3,1,3,2,66.7,0,0,0,3,2,66.7,0,0,0,3,2,66.7,2,4,0,1,"19:29",14,5,TRUE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"301496","Matej","Rychtecky","Matej Rychtecky","A","P_301496","4",FALSE,FALSE,2,0,0,2,0,2,1,1,1,100,0,0,0,1,1,100,2,0,0,1,1,100,3,2,0,1,"19:54",-4,3,FALSE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"302203","Milan","Stranel","Milan Stranel","A","P_302203","7",FALSE,FALSE,0,0,0,4,0,4,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,4,0,0,1,"9:37",-6,1,FALSE,TRUE,"PUMPA Basket Brno","Transcom Parnu"
"FIBA Europe Cup",39,2025-09-24,128693,"274444","Devin","Harris","Devin Harris","B","P_274444","1",FALSE,FALSE,10,0,0,4,0,4,7,5,2,40,4,0,0,9,2,22.2,8,5,62.5,3,2,66.7,4,9,5,1,"34:23",-1,17,TRUE,TRUE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-24,128693,"354782","Johnson","Ogemuno","Johnson Ogemuno","B","P_354782","10",FALSE,FALSE,0,0,0,2,3,5,1,9,4,44.4,1,0,0,10,4,40,2,0,0,8,4,50,1,8,2,1,"25:17",-8,6,TRUE,TRUE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-24,128693,"225316","Daniel","Johansson","Daniel Johansson","B","P_225316","11",FALSE,FALSE,1,0,0,2,1,3,5,5,5,100,3,2,66.7,8,7,87.5,7,6,85.7,5,5,100,3,22,0,0,"29:51",1,24,TRUE,TRUE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-24,128693,"218124","Gregor","Ilves","Gregor Ilves","B","P_218124","14",FALSE,FALSE,6,0,0,1,1,2,0,2,0,0,8,2,25,10,2,20,0,0,0,0,0,0,2,6,0,3,"27:31",-9,3,TRUE,TRUE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-24,128693,"227330","Kaspar","Lootus","Kaspar Lootus","B","P_227330","16",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-24,128693,"257305","Sverre","Aav","Sverre Aav","B","P_257305","2",TRUE,FALSE,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,"3:32",-13,-2,FALSE,TRUE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-24,128693,"211323","Jonatan","Arvidsson","Jonatan Arvidsson","B","P_211323","20",FALSE,FALSE,2,0,0,0,1,1,1,5,3,60,4,0,0,9,3,33.3,0,0,0,3,2,66.7,0,6,0,0,"16:12",-2,3,FALSE,TRUE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-24,128693,"256640","Aleksander","Hint","Aleksander Hint","B","P_256640","22",FALSE,FALSE,1,0,0,3,2,5,4,1,1,100,5,2,40,6,3,50,0,0,0,1,1,100,1,8,2,0,"22:20",9,13,FALSE,TRUE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-24,128693,"238178","Ihor","Serheiev","Ihor Serheiev","B","P_238178","31",FALSE,FALSE,1,1,0,2,0,2,1,3,0,0,2,1,50,5,1,20,0,0,0,2,0,0,4,3,0,0,"14:43",0,3,FALSE,TRUE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-24,128693,"227302","Hendrik","Eelmae","Hendrik Eelmae","B","P_227302","5",FALSE,FALSE,2,0,0,2,1,3,5,5,4,80,3,0,0,8,4,50,6,5,83.3,5,4,80,4,13,1,3,"26:11",-17,11,TRUE,TRUE,"Transcom Parnu","PUMPA Basket Brno"
"FIBA Europe Cup",39,2025-09-27,128692,"204061","Ihor","Dubonenko","Ihor Dubonenko","A","P_204061","11",FALSE,FALSE,0,0,0,2,0,2,1,1,1,100,3,1,33.3,4,2,50,0,0,0,1,1,100,1,5,0,0,"15:52",-13,5,FALSE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-27,128692,"167457","Craig","Osaikhwuwuomwan","Craig Osaikhwuwuomwan","A","P_167457","13",FALSE,FALSE,0,0,0,2,0,2,3,5,3,60,1,1,100,6,4,66.7,5,3,60,4,3,75,1,12,0,1,"26:28",-6,9,FALSE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-27,128692,"197185","Prince","Orizu","Prince Orizu","A","P_197185","17",FALSE,FALSE,0,0,0,1,0,1,0,2,1,50,0,0,0,2,1,50,0,0,0,2,1,50,2,2,0,1,"9:30",-18,1,FALSE,TRUE,"BC Dnipro","CSM Corona Brasov"
"FIBA Europe Cup",39,2025-09-27,128692,"271717","Ivan","Koldomasov","Ivan Koldomasov","A","P_271717","2",FALSE,FALSE,1,0,0,0,1,1,1,4,0,0,3,0,0,7,0,0,0,0,0,3,0,0,3,0,0,3,"15:48",-27,-8,FALSE,TRUE,"BC Dnipro","CSM Corona Brasov"
